Source JSON File,Tax ID,confidence,Receipt Number,confidence,Date,confidence,Time,confidence,Total Amount,confidence,Store name,confidence,Order item,confidence,Item Price,confidence,QTY,confidence,Branch ID
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,BLACK FIZZ,0.979,140,0.356,1,0.858,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,CINNAMON BUN,0.98,135,0.368,1,0.831,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,RED VELVET STICK,0.98,165,0.34,1,0.856,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,DIRTY COFFEE,0.982,120,0.296,1,0.887,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,HONEY YUZU FIZZ,0.962,105,0.356,1,0.88,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,BLACK FIZZ,0.979,140,0.356,1,0.858,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,CINNAMON BUN,0.98,135,0.368,1,0.831,
Rise Coffee_T-Off_01.json,0105563069396,0.991,RC2025/00002824,0.928,2025-01-23,0.986,15:20:00,0.996,665,0.559,RISE COFFEE,0.962,RED VELVET STICK,0.98,165,0.34,1,0.856,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT AMERICANO,0.978,95,0.209,1,0.991,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HOT CACAO SUPREME,0.978,105,0.291,1,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,HONEY YUZU FIZZ,0.976,210,0.171,2,0.996,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,CHUNKY CHOCOLATE CHIP COOKIE,0.98,110,0.315,1,0.99,
Rise Coffee_T-Off_02.json,0105563069396,0.985,RC2025/00002815,0.821,2025-01-23,0.996,14:25:00,0.998,685,0.455,RISE COFFEE,0.969,RED VELVET STICK,0.977,165,0.221,1,0.996,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_03.json,0105663069396,0.989,RC2025/00002848,0.934,2025-01-23,0.984,18:39:00,0.996,650,0.465,RISE COFFEE,0.957,ETHIOPIA HAMASHO,0.878,650,0.513,1,0.98,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,ICED SUPER MATCHA,0.978,140,0.281,1,0.99,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,DIRTY CEREAL KILLER,0.978,675,0.208,5,0.985,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,MATCHA MUSCAT,0.971,280,0.322,2,0.996,
Rise Coffee_T-Off_04.json,0105563069396,0.959,RC2025/00002785,0.884,2025-01-23,0.961,12:13:00,0.984,1235,0.558,RISE COFFEE,0.962,BLACK FIZZ,0.982,140,0.289,1,0.987,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Rosnuan_Paisarn.json,,0.823,02052360,0.932,2025-01-17,0.963,13:34:00,0.985,120,0.227,รสนวล,0.691,ขนมต้มมะพร้าวอ่อน,0.618,120,0.958,1,0.941,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 DBL Shack,0.37,340,0.245,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 S Mango PF,0.823,110,0.248,,0.051,
Shake Shack_T-Off_01.json,0105565082764(VAT,0.875,0200008328,0.467,2025-01-30,0.97,12:55:00,0.996,560,0.478,Shake Shack,0.928,1 Fries,0.732,110,0.24,,0.051,
